Tweet,anger,disgust,fear,sadness,pessimism,anticipation,love,optimism,joy,surprise,trust
" من رعته عين الله ، ||لن تضره  اعين الخلق ، ||اللهم اجعلني وأحبتي في رعايتك ||رب اسألك لي ولهم هدوء النفس وحياة ؛ مليئة بكل ما ي…",0,0,0,0,0,0,1,1,0,0,1
 @xph_1993 ㅤ ||صباحك هنا وراحة بال ♥️🌹,0,0,0,0,0,0,1,1,1,0,1
 @9f8W4WglerN0VIL يارب ❤,0,0,0,0,0,0,1,1,1,0,0
 من عجائب الرجل !||||اذا جاع انهبل || واذا شبع نام ||واذا نام ماقام ||واذا قام طلع ||واذا طلع مارجع ||واذا رجع قال وجع نايمه..!!…,0,0,0,0,0,0,0,0,0,1,0
" #كم_حبيبه_عندك||انحطاط وسقاطه،،||||الي يعرف معنى الشرف ويعرف انه تميز بعفته وذاق حلاوة الاكتفاء. يلعن هالاشكال||وجع فيهم مرضى بس لا…",1,0,0,0,0,0,0,0,0,0,0
 من قوة الإيمان الطمأنينة عند ذكر الله ومن ضعف الإيمان الانقباض والتثاقل عند الذكر (الذين أمنوا وتطمئنُّ قُلُوبُهم بذكرِ الله)…,0,0,0,0,0,0,0,0,0,0,1
 من كِل وجع شعورٌ قاعدهہ||أتعلِم.,0,0,0,1,0,1,0,0,0,0,0
" من كل اعماقي اتمنى ان لا  أكون خيبة ولا وجع بقلب أي شخص ولا سبب في بكاء أحد ، من كل قلبي أتمنى ان ازرع الفرح والراحة ب…",0,0,0,0,0,0,0,1,0,0,0
 من ندم فقد تاب✨ومن تاب فقد أناب✨🌼,0,0,0,0,0,0,0,1,0,0,1
 تِعأِلّى أِعأِنق عينٌيڳ ولنٌحًڳى عًن موٌعد أِلحب ڳيفَ تِلأِقينأِ بدَوٌن وعدَ وڳيفَ تِعأِنقٌنأِ برغُم أِلبعدَ تِسٌللتِ أِليڳ ب…,0,0,1,1,0,0,1,0,0,0,0
 من هم بحسنة فلم يعملها كتبت له حسنة ومن هم بحسنة فعملها كتبت له عشرا إلى سبع مائة ضعف ومن هم بسيئة فلم يعملها لم تكتب وإن عمل…,0,0,0,0,0,0,0,0,0,0,1
" من يبيع لي حلمآ فارغآ ||وقلبآ جديدآ ❤ ....واذكرة جديدة غير مستعملة ||وجسدآ ليس مرقعآ بالحب ||واسمآ لا يعرفه أحد ، وروحآ لم ت…",0,0,0,1,0,0,1,0,0,0,0
 ويعمل ڤيديو مركب عليه موسيقى حزينة ويمثل العياط https,1,0,0,1,0,0,0,0,0,0,0
 من يذكرك في كل ضحك وكل ضيق||ماهو مثل منهم ليا غابوا نسوك||͏||ما اجمل من الاخ اللي يصبح لك صديق||الا الصديق اللي تعده مثل ا…,0,0,0,0,0,0,1,1,0,0,0
 - وصّية إبن فطيسَ |||| ليـآ شعرت إن الموآصل يذل النفسّ|| كآبر حتّى لو إنك من الشٌوق ميّت .*||ٰ||ٰ||ٰ||ٰ,0,0,0,0,0,0,0,0,0,0,1
" من يعتقد إن ارتفاع سعر النفط في #حضرموت وسائر محافظات الجنوب هو نتيجة لما خلفته الحرب،أو ارتفاع عالمي فهو واهم !||لماذا…",0,0,0,0,0,0,0,0,0,1,0
 #شي_تتمناه_عندك_حاليا خذني وطنك إليا شعرت إنك غريب ||أجمل شعور إني على شانك وطن♥️ https,0,0,0,0,0,0,1,1,0,0,0
 مناورات للحلف الأطلسي في #النرويج وسط استياء روسي||||رابـط الخبر | https,0,0,0,0,0,0,0,0,0,1,0
 منخفض اخر اكتوبر وبداية نوفمبر وفيه ريحة كسير عام على كافة السواحل وخير يمتد لمناطق الشمال جميعها والوسطى والشرقيه وفيها خي…,0,0,0,0,0,0,0,1,0,0,0
" منذ أول ضحكة رأيتها على وجهك، همس لي قلبِي نحنُ على وشك الحياة.",0,0,0,0,0,0,1,0,0,0,1
 منزل عجيب بضاحية عبدالله السالم في الكويت||||كأنه نحت فني و هناك انسجام و روح مشتركة بين الداخل و الخارج||||بطبيعة الحال صاح…,0,0,0,0,0,0,0,0,0,1,0
 منطق غريب يعني شتريدين الزوار يموتون عطش وجوع حتى يستوعبون ثورة الحسين عليه السلام ||لو ان ناخذ النساء سبايا ونجلدهن لكي يواسن…,0,0,0,0,0,0,0,0,0,1,0
 منظر محزن أن تشاهد أعز أصدقائك يرحل||والله أن القلب محزون على رحيلك ||||#ThankYouRoman https,0,0,1,1,0,0,0,0,0,0,0
 ﻣﻨﻚ ﺍﻟﻌﺬﺍﺏ ﻭﺻﺎﺩﻕ الرد  ﻣﻨـﻲ||ﺇﻥ ﻏﺒﺖ ﺃﻫﻮﺟﺲ ﺑﻚ ﻋﺰﺍﻱ ﺍﻟﺘﻤﻨــــﻲ||ﻭﺑﺎﺏ ﺍﻟﺤﺰﻥ ﻟﻤﻌﺎﻧﻖ ﺍﻟﻘﻠﺐ  ❤ ﻣﻔﺘـﻮﺡ||||ﺩﺍﻳﻢ ﺗﺒﻴﻨﻲ ﻓﻲ ﻫﻮﺍﻙ ﻣﺘﻌﻨـﻲ||ﻭﺃﻧﺎ…,0,0,0,0,0,0,1,0,0,0,0
 منو نفسو يمشي مكان بعيد يقابل زول غريب يحكي ليهو كل حاجه عن حياته مضايقاهو ويتكلم ب راحه شديده وسلبيه ويظهر ليهو الجانب السيء…,0,0,0,1,0,0,0,0,0,0,0
" مهما بلغ الإنسان من قوة ، ممكن يبكي على صورة أو بسبب كلمة سيئة أو موقف تافهه أو اَي حاجة تعتبرها ما رح تأثر عليه ... فيه نق…",1,0,1,1,0,0,0,0,0,0,0
 مهما تغير الزمان هناك أشياء لا يمكن أن تتغير. ❤ https,0,0,0,1,0,0,0,0,0,0,0
 مهما عقلك يوصلك انك ممكن تفهم انسان وتثق فيه . تبق بتحط رجلك علي اول سلم للفشل .دايما جرب تتفهم الامر دة . لازم هتصطدم بخ…,0,0,0,0,1,0,0,0,0,0,0
 مهما قرأ الأطفال عن الأخلاق الفاضله فإنها ستظل غامظه في أذهانهم مالم يرو في سلوكيات الكبار تجسيداً لها ||كن خير قدوة لهم ||أسعد ا…,0,0,0,0,0,1,0,0,0,0,0
 مهما كابرنا إصابة عموري مؤلمه لكل هلالي هاللاعب كان حلم و انتظرناه وما امدانا نتهنى فيه إلا ويصاب بالرباط و لكن الحمد لله عل…,0,0,0,1,0,0,0,0,0,0,0
 مو اني الي يذل روحه على واحد نسى روحه!,1,0,0,0,0,0,0,0,0,0,0
 مو غريب إنه تمادى في غيابه الغريب إني لـ هاللحظه أحبه.,0,0,0,1,0,0,1,0,0,1,0
" مو مزعلني فعل سويته ، عادي !||إن ما رضيته ؟ ||اعتبر إني رضيت ، ||و عادي .. لو تدري  بكيت||أنا ضايقني بـ إنك   ||تدري إني راح أبكي…",1,0,0,1,0,0,1,0,0,1,0
 مواليد ١٩٩٧ | ليه احنا كذاا سعاده 🌚💅.,0,0,0,0,0,0,0,0,0,0,0
 موضوع خاشقجي ناس تقول ليش أنت متناقض أنا ماني متناقض لكن الموضوع أن في خونة من أمن الدولة تحالفوا مع ناس خونة وكانو يبغون…,1,0,1,0,1,0,0,0,0,0,0
" مؤخرًا إكتشفت إن بجد مافيش أحلى من ""الرضا"" شعور مريح حقيقي أنك عايش راضي بكل حاجه قليل أو كتير حصل اللي كنت متوقعه أو م…",0,0,0,0,0,0,0,1,0,0,0
" ميلادك مُختصر لجمال اكتوبر , كل عام وانت بخير وأعوامك اجمّل ، كل عام وأيامك الجايه مليانه فرح وسعادة https",0,0,0,0,0,0,1,1,1,0,1
 ميهونش عليا ابداً اسيب جوزي من غير فطار ويلبس هدومه من غير ما اكويها واما يرجع للبيت اخترع مشكله وماخليهوش يرتاح من تعب الشغ…,0,0,0,0,0,0,1,0,0,0,0
 ناس يجونَ عن طريق الصدف لكن بدون مبالغه يدخلون بأعمق ضعف قلبك.,0,0,0,1,0,0,1,0,0,0,0
" ناسن  تحاسبني على غفوة النوم||وناسـن  تراقبني . . وتتبع ظلالي||||زمن غريب من الأحاسيس معدوم ||حآليه "" مر "" ومرها صار "" حالي """,1,0,0,0,0,0,0,0,0,1,0
 ناطرتك ترجعلي ب امل  ||ام شب #فلسطيني|| عم تستنا ||ابنا يرجع من المعتقل ||بصبر ام #سوريه ||ناطرا ولادا|| يرجعو من الغربه ||وانا متلو…,0,0,0,1,0,0,1,1,0,0,0
 نام مبكراً ... sleep early )|| سِليٓب ايرلي ) ||||استيقظ مبكراً ... wake up early )|| ويك آب ايرلي ) ||||أجمل أوقات اليوم هو الصب…,0,0,0,0,0,0,0,0,0,0,0
 نام مبكراً ... sleep early )|| سِليٓب ايرلي ) ||||استيقظ مبكراً ... wake up early )|| ويك آب ايرلي ) ||||أجمل أوقات اليوم هو الصباح ا…,0,0,0,0,0,0,0,0,0,0,0
 ناني 🎀 @B_rincess2 ||||🎂 كل 🎂عام🎂 وانت 🎂||   🎂🎂بألف خير 🎂🎂||        🎂إختي ناني 🎂||🎂  🎂  🎂           ||🎂  🎂              ||🎂…,0,0,0,0,0,0,1,1,0,0,0
" نبايعك حتي نموت ابامانه ،،،قحطان تعطيك العهد وانت قايد ،،،هذا لوطن ان موت حنا عشانه ،،،غير الوطن مابه خير  فوايد ،،حنا قحطان…",0,0,0,0,0,0,1,1,0,0,1
 نبني على أرض الأماني حكايّات ||ويعيش حلم و ينطِفي داخله حلم 🎻💛,0,0,0,1,0,0,0,1,0,0,0
 نجدد الولاء في المنشط والمكره وحفظ الله البلاد وادآم أمنها واستقرارها ووفق قيادتها لكل ماهو خير للأمة العربية والإسلامية ونثق و…,0,0,0,0,0,0,1,0,0,0,1
 نحن خلقنا لنحيا  بجوار الله في جنه الله  والدنيا        خلقت لنعمل فيها اعمالا  توصلنا الي  جنه الله فهي دار  عمل لا دار…,0,0,0,0,0,0,1,1,0,0,1
" نحن لا نخشى المرتفعات , بل نخشى وجع السقوط||لا نخاف حلاوة البدايات بل ترعبنا مرارة النهايات||.... منظر الخذلان عالق بالقلب !…",0,0,0,1,1,0,0,0,0,0,0
" نحن نستمد قوتنا في مسيرتنا في الحياة من الله ،|| ثم من خير من يتمثل في صورة القدوة الحسنة لنا ،||وعلى نهجهم نكمل بتسلسل وكل تابع…",0,0,0,0,0,0,0,1,0,0,1
" نحن نعيش في مجتمع ||          غريب جدا،،||يهتمون بكلام الناس، ،||ولا يهتمون بمشاعر الناس، ،||||💕💕||💕||#طيرالسلام https",1,0,0,1,0,0,0,0,0,1,0
 نحييكم استاذ سامي العثمان.. لقد كنت انت وحدك طودا صامدا في وجه العاصفة..|| حفظكم الله وحفظ المملكة وقيادتها وشعبها..|| الجنوب الع…,0,0,0,0,0,0,0,1,0,0,1
 نختلف او نتفق||الناخبين مقسومين قسمين||على المتطوعين باللجنه التشاوريه||||المرشحين بريئين ||من مشاكل اللجنة||يفترض من العاملين با…,0,0,0,0,0,0,0,0,0,0,0
" نزعل على #الوصل والظروف القاسيه ، ننتقد نعم ، لكن نتمنى انه الخصم يفوز !! هذه قمة المهزله ، وين الشعار والكيان !! غريب امر…",1,0,0,1,1,0,0,0,0,1,0
 نسألك يا الله خير مافى هذا اليوم وخير مابعده ؛ ونعوذ بك من شر هذا اليوم وشر مابعده,0,0,0,0,0,0,1,1,0,0,1
" نسير في دروب الحيـاة الواسعة||تجمعنا الأسباب، وتفرّقنا الظروف||يؤلمنا الوداع ، ويقتلنا الحنين||فـ يارب اجمعنا على خير . ht…",0,0,0,1,0,0,0,1,0,0,1
" نشكر السيد #اردوغان الذي قرأ علينا بيان النيابه العامه السعوديه ، وقام بترجمته الي اللغه التركيه ، حيث ساهم ذلك في حدوث خ…",0,0,0,0,0,0,0,0,0,0,1
 نشكركم على الدعم الرائع دائماً. ❤||||#ميا_سان_ميا https,0,0,0,0,0,0,1,1,0,0,0
 نصيحة  لابنائي البنين والبنات||لا ترد على أي شخص ما تعرفه||لا تفتح أي رسالة من شخص غريب||لا تتابع أي شخص مجهول (لا اسم ولا صو…,0,0,0,0,0,1,0,0,0,0,0
 نصيحة مهما كان وجع غيرك تافهاً في نظرك لا تستنقص منه أو تصفه بالمبالغة فأنت لا تعلم حقيقة ما يشعر به أو يواجهه,0,0,0,1,0,1,1,0,0,0,0
 نصيحه ( لا تنتهك عرض فتاه ) 🤚||لو هي راضيه على حالها ( خاف ربك انت )||نصيحه ي صبايا ( اغلب الحب شهوه )||حتى لو كان حب صادق وحقيق…,0,0,1,1,0,0,0,0,0,0,0
 نصيحه مسائيه ||||إنتق دائما ما يليق بك ويوازي روحك ||من حلم وأشخاص وحتى كلمات ||||فالأنتقاء إرتقاء .♩||مساءالنور https,0,0,0,0,0,0,0,1,0,0,0
" نظرة ابن جمال خاشقجي فكرتني ب دعاء ""اللهم إني أعوذ بك من قهر الرجال"" ، قهر وعجز وقلة حيلة حاجة في منتهى وجع القلب",0,0,1,1,0,0,0,0,0,0,0
 نعم نحن نمر في فترة ضعف ....نعم نحن نمر في فترة انكسار .....نعم نحن نمر في حالة عدم استقرار .....لكن يا اوروبا لا تنسوا اب…,0,0,0,0,0,0,0,1,0,0,1
 نفذت الإعلاميات الصغيرات في ابتدائية أمامة بنت حمزة برنامج الإعلام المدرسي التربوي وذلك بتعريف الطالبات بحسابات المدرسة و…,0,0,0,0,0,0,0,0,1,0,0
" نفس عميق وقُل ؟، ربي أعوذ بك من ذنب حرمني طريق العلم، ولذة الصلاه و استمرار الطاعه و فرح الحياه وتدبر القرآن 🌸",0,0,1,1,0,0,0,1,0,0,0
 نفسي افرح.. فرحة كدة من غير سبب او مناسبة.. فرحة جاية مفاجأة كدة.. فرحة من قلبي.. فرحة تنسيني قرف الفترة دي كلها.. فرحة مفاج…,0,0,1,1,0,0,0,0,0,0,0
 نفسي😭😭😂! وواضح هي نفسي لان يوم نادوني جلست تقول اسم ابوي فلان مو فلان بعدين تنادي الدكتوره واقول حاضره لين اللتفتت عليها واستو…,0,0,1,0,0,0,0,0,0,0,0
 نقيتي||عندما يقترب المساء||وتغيب شمس امل اللقاء||#بالشوق_اناجيكِ ملهوف اليكِ||وفي اعماقي||حرقة تذوب منها أوردة  القلب||وتأن من…,0,0,0,1,0,0,1,0,0,0,0
" نكتشف في النهاية||أن البوح ليس سهلاً  للمقرّبين كما يصوره||الآخرون ، بل صعب  جداً والبوح للغرباء||متعة وراحة ، لأن كل ما ستقوله…",0,0,1,1,0,0,0,0,0,0,0
 نيمار كلب وحقير وسافل وعبد للمال وفيه الكثير من النرجسيه والغرور لكن لو في امل انه يرجع لبرشلونة انا اروح اجيبه بسيارتي,1,0,0,0,0,1,0,0,0,0,0
 هات كفّك لأصافحها وأعاهدها عهدًا يليق بقلبك أنك الحقيقة الوحـيدة التي عرفها قلبي والحقيقة الوحيدة الجميلة من بين الحقائق و…,0,0,0,0,0,0,1,0,0,0,0
" هاجمني صديق من #السعودية عند تعييني مديرا للجزيرة، وعندما اتصل #جمال_خاشقجي مهنئا شكوت له الصديق المشترك، ضحك وقال لي ""عندم…",1,0,0,0,0,0,0,0,0,0,0
 هادي يغادر السعوديه مع عائلته ||شكله خاف من المنشار 😂 https,0,0,0,0,0,0,0,0,0,1,0
@jaafarAbdulKari You are unique ❤||ما توقف يلي عم تعملو..أبداً💪,0,0,0,0,0,0,0,1,0,0,1
 هاللقطة من الثرونز من اكثر اللقطات الي تجيبلي كآبة وحزن مدري هو من الساوندتراك ولاشعور النهاية انه قربت 💔 https,0,0,1,0,0,0,0,0,0,0,0
" هالموقف بالتّحديد ذكرني بـ لحظة إلتقائي بصديقة الطفولة @7em_63 ، بعد إفتراقنا بعُمر ال6 سنوات - جمعتنا صُدفة جميلة بعُمر 13 س…",0,0,0,0,0,0,1,0,0,0,0
 هام الان ||تغريدة امل العراق ||مقتدى السيد محمد الصدر||||@Mu_AlSadr|| 4 ساعات https,0,0,0,0,0,0,0,0,0,1,0
 هاهي حياتنا ||بين فرح ...وحزن ||وبين اجتماع ..وفراق ||وبين عواصف  ....وهدوء||تموجات  وتقلبات ولكن هنااك ||قلوب لاتتغير ||ولاتصدا…,0,0,0,0,1,0,0,0,0,0,0
 هدوء الأنفآس لاَيَعنيِ حَتماً أننا بخَيْر ..رُبماَآآ نكَوُن ..أمواآتْ ||ولكَن  لمَ نُدفن بٓعدْ💘||.||. ||. ||.||.||.||وجع بالروح !!…,0,0,0,1,0,0,0,0,0,0,0
" هذا الدين سيصبح غريب عما قريب ، سيعود غريب https",0,0,1,1,0,1,0,0,0,0,0
 هذا الصوت الحر جابة قوي الشر بالمنطق والعقل وتحمل الكثير الكثير  ووقف موقف الابطال عندما تأخر الشجعان ولم يحضر اشباة الر…,0,0,0,0,0,0,0,0,0,0,0
 هذا المجتمع أصبح غريب بشكل لا يُطاق ... 💙||||👇👇👇 https,1,0,0,0,0,0,0,0,0,1,0
 هذا حساب صدقه جاريه لـجندي متوفي  ||           ||          👇🏻👇🏻👇🏻👇🏻||      @Badr_M_Alharthi ||||أرجوكم تابعوه وادعموه..||لعلها حسنا…,0,0,0,0,0,0,1,0,0,0,1
 هذا كود خصم #شي_حلو ( pw654)🏷||يخصم لموقع شي حلو فرصة للي حاب يتسوق 🛍🛒||بما إن كل الماركات عليها تخفيضات لاتفوتكم عروضهم اس…,0,0,0,0,0,0,0,0,1,0,0
 هذا كود خصم #نمشي ( TOP6 )🏷||يخصم لموقع نمشي فرصة للي حاب يتسوق 🛍🛒||بما إن كل الماركات عليها تخفيضات لاتفوتكم عروضهم استفيدوا من…,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
" هذا ما فعله طلاب جامعة ل AUB عندما أحضروا لهم د. لإعطائهم محاضرة .. مطبّع مع اسرائيل،لا يوافق المقاطعة ،يعتبر أن ما تفعله…",1,0,0,0,0,0,0,0,0,1,0
 هذه الإعلامية عندها اسلوب مقرف||اسلوبها انشائي||هذا واش شاطرين في انتقاد بلدهم والتطبيل للبلد الذي يعملون فيه||لا يهم هذا بقدر…,1,1,1,1,0,1,1,1,1,1,1
 هذه هي الحقيقة ليس غريب أن يكون #النصر_الاقوى_تاثيرا_في_اسيا وخلفه جمهور الشمس .||-||#النصر واجهه مشرفه للوطن في كل شي 💙💛||ضع (…,0,0,0,0,0,0,1,0,0,1,0
 هذه هي الحياة حلم وامنيه||وﻟﭑ يحدث اﻟﭑ ما كتبه اللہ لنا ||صباح الخير..🌹🌹🌹 https,0,0,0,0,0,0,0,1,0,0,0
 هذه هي الحياة||و أنا في هذه الحياة اسير||سأعيش فيها بالأمل||و ساصنع فيها لي أثر||سأكون ذاك الخير للغير||ساحلم و احلم و أسعى لتحقيق…,0,0,0,0,0,0,1,1,0,0,1
 هذي هي الدنيا متاهات وأحزان||كلن يــــــدور راحته ما لقاهـــا||تبي لها صبر مع شوي نسيــــان||مع ضحكة تخفي دموعك وراهـا..!!…,0,0,0,1,0,0,0,1,0,0,0
 هرمونات مهمة لخسارة الوزن||إنسولين كلما احتجناه بشكل أقل كلما زاد حرق الدهون. #اقطع_السكر هو السر. ||ليبتين وجريلين هرمون…,0,0,0,0,0,1,0,0,1,0,0
 هـكـذا هـم العظـمــاء ؛||يصنعون التاريخ ويتركون لغيرهم كتابته||يبنون الأوطان ولا يلتفتون للأقزام الحاقدين||كلما حققت حلم وهدف ن…,0,0,0,1,0,0,0,0,0,0,1
" هكذا هم العظماء ؛||يصنعون التاريخ، ||ويتركون لغيرهم كتابته||يبنون الاوطان .. ||ولا يلتفتون للاقزام الحاقدين||- كلما حققت حلم وهدف نش…",0,0,0,1,1,0,0,0,0,0,1
 هل بقي في القلب مساحة للحب . ام انه اكتفى وجع||؛||؛||#مساء_الخير||||#مطانيخ_شمرGp||#نبض_الامل_للدعم||#قروب_305_للدعم https,0,0,0,1,0,0,0,1,0,0,0
 ♡°↝||                       ٔ||ْ ||#شعورك_الآن||لو تسأل عيوني||         حدود #التمني||قالت ❤||      لقى وجهك و جلسه قبالك…,0,0,0,0,0,0,1,0,0,0,0
 هل تعلم أن هذا البلنتي الغير شرعي هو سبب بقاء #النصر قي الدوري الممتاز 1427 وإلا كان المفترض نازل إلى دوري الدرجة الأولى بل…,0,0,0,0,0,0,0,0,0,1,0
 هل تعلم بأن ؟ ||المرأة تأخذ قلب ❤ الرجل إذا أحبها  ؟ ||وراتبه إذا تزوجها ؟ وبيته إذا طلقها ||ومعاش التقاعد إذا مات ؟ ||وفي ال…,0,0,0,0,0,0,0,0,1,0,0
" هل جربت أن تبتسم لحديث أحدهم ، ثم بكيت سرًا لأنه أوجعك .",1,0,0,1,0,0,0,0,0,0,0
" هل جربت أن تبتسم لحديث أحدهم ، ثم بكيت سراً لأنه أوجعك ؟ ... 🌿",1,0,0,1,0,0,0,0,0,0,0
 هل سبق لك إعداد سيناريو بمخيلتك ؟وانت على يقين بأنه لن يحدث ولكنه يجعلك سعيداً للغايه ؟,0,0,0,1,1,0,0,1,0,0,0
 هل شاهدت #خط #انجليزي عجيب وددت لو أنك تستطيع الكتابة به ؟||مع #مشروع #Fontphoria سيتحقق أبعد من هذا !||عن طريق التعلم الآلي ال…,0,0,0,0,0,0,0,0,0,0,1
 هل هناك وجع اقسى من ان يقف الكلام بين فمك وحنجرتك...||أن اظهرته ندمت ...وان ابقيته يقتلك...||ماابشعه من شعور بين الكبريا…,0,0,1,1,0,0,0,0,0,0,0
" هل هناك وجع أقسى من أن يقف الكلام بين فمك وحنجرتك، إن أظهرته ندِمت وإن أبقيته تألمت 💔",0,0,1,1,0,0,0,0,0,0,0
 هل يوجد أحد يستطيع يتكفل لعيالي ||ملابس اطفال لوجه الله جزاكم الله &lt;||خير اخوكم يعاني من ضعف شديد♿||في عضلات الأطراف السفلية منع…,0,0,0,1,0,0,0,1,0,0,0
 هلا بكيت على الحسين وأهله-هلا بكيت لمن بكاه محمد||فلقد بكته في السماء ملائك-زهر كرام راكعون وسجد||لم يحفظوا حب النبي محمد-ا…,0,0,0,1,0,0,1,0,0,0,0
"بسم الله الرحمن الرحيم ||"" فأما إن كان من المقربين فروح وريحان وجنة نعيم ""||اللهم اجعلنا منهم ومعهم وفى زمرتهم يارب ا… https",0,0,0,0,0,0,0,0,0,0,1
 همسة الصباح ||السلام عليكم ورحمة الله قال تعالى ||(يريد الله ان يخفف عنكم وخلق الإنسان ||ضعيفا ) (سورة النساء 28)||👈سبحان…,0,0,0,0,0,0,0,1,0,0,0
" همسة المساء ||||"" تبدو الحياة سهلة حين نتكلم عنها||صعبة حين نتعامل معها||مؤلمة حين نعيشها||متعبة حين نجري في مضمارها||قصيرة حين…",0,0,0,0,0,1,0,0,0,0,0
" همسة💕 ||||،||||حين تشتعل نيران الإشتياق داخلنا ، ولا تجد من يطفئ لهيبها ، فإنها تحرق كل شئ فينا ، ولا سبيل لدينا لتّخفيف من غصا…",0,0,0,1,0,0,1,0,0,0,0
" هناك امل يجعلك تُبادر ، وهناك الم يجعلك تُكابر 🥀🖤.",0,0,0,1,0,0,1,0,0,0,0
 هناك امل يجعلك تبادر ..||وهناك الم يجعلك تكابر ...,0,0,0,1,0,0,1,0,0,0,0
 هناك امل يهمس لنا بأن في الغيب شيءجميل يستحق الانتظار ..اللهم نق صباحنا من الهم والحزن وافتح لنا ابواب السعاده والأمل...صب…,0,0,0,0,0,0,1,1,1,0,1
 هناك امور لن يصلحها الزمن مهما حدث...يستخدمها الشخص كرصيد عنده للمن والجرح... ❤,0,0,0,1,0,0,1,0,0,0,0
" هناك أشخاص بدون قصد يجعلون يومك أكثر سعادة بلمساتهم الخاصة ||ضحكة ، سؤال عن حال ، تعليق جميل ، اتصال ، هدية ، رسالة ... ||ه…",0,0,0,0,0,0,1,1,1,0,1
 هناك أصدقاء يحتاجهم عقلك وهناك أصدقاء ||يحتاجهم قلبك وهناك أصدقاء تحتاجهم أنت ||إيلافيو فقد جمعتي كل شي ياصديقتي ||❤ أحبك ||||@__i4f…,0,0,0,0,0,0,1,0,0,0,1
 هناك دايما امل يستحق الأنظار,0,0,0,0,0,0,0,1,0,0,0
 هناك شعرة فاصلة ودقيقة بين الثقة والغرور ||الحمد لله علي الصعود للنهائي ويارب تكمل علي خير ...||الأميرة السمراء تغازلنا,0,0,0,0,0,0,0,0,0,0,1
 هناك صنف من البشر ||يظهرون خير ويبطنون شر ||اسمع كثيراً عنهم ||وها أنا الآن اختلطت بهم ||مبدعين بتلوين اقنعتهم ||لهم ظنونهم وشروره…,0,0,0,0,0,0,1,0,0,1,0
 هناك قطعه من جسدي ❤||تبتسم ...||كلما  فكرت فيك ||.||.||#ماكس_للتبادل,0,0,0,0,0,0,1,1,1,0,0
 ههه https,0,0,0,0,1,0,0,0,0,0,0
 ههههههههههه يالله صباح خير https,0,0,0,0,1,0,0,1,1,0,0
 من يخجل من الدفاع عن بلده فلا خير فيه ولا قيمة له.!||البعض يظن أن السلبية و التشاؤم والسخرية من كل تصريح أو إنجاز ستصنع من…,1,0,0,0,0,0,0,0,0,1,1
 هو الأول بقلبي والأخيّر وهو خير مْن أحببت وخير من سأُحب وخير الحَياة بأكملها.🌸❤️||||#عبير_الورد||#بوح_الخيال_للدعم,0,0,0,0,0,0,1,1,1,0,0
 هو قتل خاشقجي اهم من كل الناس||اللي اتقتلت||والبلاد اللي دمرت||والأطفال اللي أبيدت||هو موت خاشقجي حرك العالم||وباقي الأموات…,1,0,0,1,0,0,0,0,0,0,0
" هو من غير مبالغه يعني نجاة كانت بتوصفه وهي بتقول ""حبيبي اه من حبيبي عليه احلي ابتسامه لما بتضحك عيونه بقول يلا السلامه"" فأنا…",0,0,0,0,0,0,1,1,1,0,1
 هو مو كل منجرح جرحة يطيب||لا ولا كل بيت ضعفة من الأساس ||لا ولا كلمن هجر گاعة غريب||كلشي بلدنيا ألة حدود وقياس||واكو ناس گلوبهم…,0,0,0,1,0,0,0,0,0,0,0
 هويت القراءه لكني لم أجيد الكتابه لم أجيدها يوماً ولم أكن لأكتب سطراً لولا وجودكِ في البداية لم أكن أشعر بالحاجة للكتاب…,0,0,0,0,0,0,1,0,0,0,1
@Rumaahh @niaf_aldosry جزاك الله خير,0,0,0,0,0,0,1,1,1,0,0
 هي تحسب الاشعار قيفان وبيوت||دايم تقول يافلان عطني قصيده||||ماتفهمين الشعر احساس منحوت||ياخذ من عروقي ويقطع وريده||||وانا حبي…,1,0,0,0,0,0,0,0,0,0,0
 ﮩ❀||||.||||أكتبو شيء لا يؤثر على البقيه !||نحن بحاجة ...! الى ان نقراء ||بشكل ايجابي بحاجة لشيء ينسينا  ||ما  يؤلمنا  اكتب بتفائل…,0,0,0,0,0,0,1,1,1,0,1
 ﮩ❀||||.||||أكتبو شيء لا يؤثر على البقيه !||نحن بحاجة ...! الى ان نقراء ||بشكل ايجابي بحاجة لشيء ينسينا  ||ما  يؤلمنا  اكتبو  بتفائل ||لك…,0,0,0,0,0,0,1,1,1,0,1
" وَتظل الأَنثىٰ وَطَن، تَلجأ إليه ||مَهما بَلغت قوتك ❤ ||||مساءءالخيروالمسرااات🌹......😍||#عطر_القلووب_الوفيه ||#الوافي_رند_للتبادل…",0,0,0,0,0,0,1,1,1,0,1
 و #تبقى #هناك||||مسافات #شائكة||||بين حديث #عينيك||||و صمت #قلبي||||و أماني #مؤجلة||||و حلم #مهزوم||||لم يشأ #البقاء||||عند مفترق #الطرق||||م…,0,0,0,1,0,0,1,1,0,0,0
 و الأمر حين تستودعه الله يفرُّ من ضعف حيلتك إلى أمن رعايته يا رب استودعتك أمري فاكفني ما أهمن.,0,0,0,0,0,0,0,1,0,0,1
 و انتى لما خيروكى بين نوبل او ان تذهب اليمن للجحيم...اخترتى ايه يا بومة https,1,0,0,0,0,0,0,1,0,0,1
